hours,population
13.0,13562.5
14.0,13437.5
15.0,13312.5
16.0,13625.0
17.0,12812.5
18.0,10625.0
19.0,8000.0
20.0,6250.0
21.0,5375.0
22.0,4875.0
23.0,4687.5
0.0,4625.0
1.0,4625.0
2.0,4750.0
3.0,4750.0
4.0,4875.0
5.0,5250.0
6.0,6187.5
7.0,7625.0
8.0,9500.0
9.0,11375.0
10.0,12437.5
11.0,12500.0
12.0,12562.5
