hours,population
13.0,20875.0
14.0,20875.0
15.0,20812.5
16.0,21062.5
17.0,20687.5
18.0,17875.0
19.0,13687.5
20.0,9937.5
21.0,7500.0
22.0,6125.0
23.0,5312.5
0.0,5312.5
1.0,5187.5
2.0,5000.0
3.0,5000.0
4.0,5250.0
5.0,6562.5
6.0,8500.0
7.0,10812.5
8.0,13875.0
9.0,16937.5
10.0,19000.0
11.0,19937.5
12.0,20250.0
