hours,population
13.0,30000.0
14.0,30062.5
15.0,30812.5
16.0,31750.0
17.0,30187.5
18.0,26625.0
19.0,21687.5
20.0,16312.5
21.0,11375.0
22.0,8875.0
23.0,7875.0
0.0,7250.0
1.0,6937.5
2.0,6750.0
3.0,6625.0
4.0,6687.5
5.0,7562.5
6.0,10187.5
7.0,15125.0
8.0,21125.0
9.0,27375.0
10.0,32000.0
11.0,35000.0
12.0,36875.0
