0.025972952874101285, 12563.08700801498
1.0028644613986286, 12458.699424353428
2.0256240761652933, 12259.564271352629
2.9908741197748823, 12027.102211694713
4.00155158325759, 11316.495441650368
5.045096905096354, 9200.925441374937
5.996575499674075, 6987.302723992616
6.959879178487161, 5061.503291376313
7.958217423637314, 3615.776572010909
8.980169113394112, 2713.7466604236106
9.922393294222418, 2448.783981050481
10.957014717088532, 2569.4218745696417
11.957152431578852, 2689.2334811468827
12.934411178744227, 2904.3435150246514
13.922760532863268, 2768.281598589798
14.911036439254138, 2568.3201586470896
15.911504668521223, 2975.6796210097236
16.888983758871106, 3382.488225411078
17.89011301769172, 4364.943399344476
18.97265908318873, 6180.020381744565
19.882345920437746, 7607.5687883879145
20.987146647570256, 8784.201393670643
21.964846081104657, 9382.70856859559
22.976588536645828, 9598.64488941527
23.850322710955645, 9747.376538959434
